                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.86955,                0.53324,                  1.165,                 1.0251,                0.61554,                  1.178,                0.84089,                0.82462,                0.89275,                0.72058,                0.77938,                0.48497,                 1.1183,                 0.8727,                0.53318,                 1.1345,              0.0050901,              0.0050901,              0.0050901
                     25,                0.86156,                0.52981,                  1.157,                 1.0163,                0.61475,                  1.169,                0.84378,                0.82355,                 0.8931,                0.72256,                0.77348,                0.48781,                 1.1165,                0.86278,                0.55085,                  1.133,              0.0049579,              0.0049579,              0.0049579
                     26,                0.85421,                0.52616,                 1.1542,                 1.0108,                 0.6108,                 1.1676,                0.85583,                0.82784,                0.90154,                0.73071,                0.76354,                0.46233,                   1.11,                0.85495,                0.50327,                 1.1277,              0.0048256,              0.0048256,              0.0048256
                     27,                0.85112,                0.52196,                 1.1508,                 1.0093,                0.59724,                 1.1642,                0.86048,                0.82406,                0.89928,                0.72905,                0.76524,                0.46357,                 1.1113,                0.85633,                0.50587,                 1.1265,              0.0046933,              0.0046933,              0.0046933
                     28,                0.84793,                0.51466,                 1.1486,                 1.0051,                0.58841,                 1.1603,                 0.8627,                0.82645,                0.90309,                0.73301,                0.76035,                0.46088,                  1.107,                0.84742,                0.50601,                 1.1216,              0.0045611,              0.0045611,              0.0045611
                     29,                0.84473,                0.51327,                  1.148,                 1.0002,                0.58959,                 1.1616,                0.86886,                0.82877,                0.90682,                0.73822,                0.75169,                0.45273,                  1.105,                0.84185,                0.48965,                 1.1215,              0.0044288,              0.0044288,              0.0044288
                     30,                0.83384,                0.50786,                 1.1443,                 0.9832,                0.57896,                 1.1566,                0.86557,                0.83632,                0.90803,                0.73994,                0.74455,                0.45075,                 1.0998,                0.83263,                0.48365,                  1.115,              0.0042965,              0.0042965,              0.0042965
                     31,                0.82581,                0.50195,                 1.1359,                0.97608,                0.57821,                 1.1475,                0.86315,                0.84071,                0.90837,                0.74193,                0.74276,                0.44898,                 1.0999,                0.83353,                0.49127,                 1.1155,              0.0041643,              0.0041643,              0.0041643
                     32,                0.82652,                0.49652,                 1.1397,                0.97711,                0.56383,                 1.1496,                0.87165,                0.83749,                 0.9118,                0.74376,                0.74261,                0.44067,                 1.0984,                0.82901,                0.47582,                 1.1114,               0.004032,               0.004032,               0.004032
                     33,                0.82283,                0.49171,                 1.1381,                0.97471,                0.55952,                 1.1485,                0.87192,                  0.839,                 0.9117,                0.74649,                0.73484,                0.43697,                 1.0938,                0.82188,                0.47296,                 1.1079,              0.0038997,              0.0038997,              0.0038997
                     34,                0.82083,                0.48784,                 1.1367,                0.96817,                0.55571,                 1.1479,                0.87023,                 0.8435,                0.91354,                0.75016,                0.72993,                0.43237,                 1.0933,                0.81649,                0.46599,                 1.1061,              0.0037675,              0.0037675,              0.0037675
                     35,                0.81317,                0.48501,                 1.1321,                0.96043,                0.54861,                 1.1448,                0.88152,                0.84128,                0.91621,                0.75285,                 0.7281,                0.42669,                 1.0892,                0.81458,                0.45984,                 1.1042,              0.0036352,              0.0036352,              0.0036352
                     36,                0.80538,                 0.4775,                 1.1279,                0.95106,                0.54354,                 1.1395,                0.88452,                0.84149,                0.91903,                0.75485,                0.72413,                0.42638,                 1.0876,                0.80728,                0.45477,                 1.1013,              0.0035029,              0.0035029,              0.0035029
                     37,                0.80049,                0.47453,                 1.1228,                0.94674,                 0.5362,                  1.135,                0.87976,                0.84833,                0.92006,                0.75701,                0.71742,                0.42108,                 1.0844,                0.80152,                0.45042,                 1.0977,              0.0033707,              0.0033707,              0.0033707
                     38,                0.79868,                0.47283,                 1.1256,                0.94133,                0.53008,                 1.1364,                0.87244,                0.85512,                0.91967,                0.75701,                0.71743,                0.42136,                 1.0838,                0.80079,                0.44775,                 1.0974,              0.0032384,              0.0032384,              0.0032384
                     39,                0.79773,                0.46926,                 1.1251,                0.94647,                0.53296,                 1.1378,                0.87708,                0.84975,                0.91804,                0.75788,                0.71224,                0.41485,                 1.0796,                0.79616,                0.44987,                  1.094,              0.0031061,              0.0031061,              0.0031061
                     40,                0.79152,                0.46682,                 1.1214,                0.93642,                0.52995,                 1.1329,                0.88028,                0.85702,                0.92179,                0.76284,                0.70905,                0.41249,                 1.0788,                0.78755,                0.44635,                  1.089,              0.0029739,              0.0029739,              0.0029739
                     41,                0.79198,                0.46493,                 1.1177,                0.93825,                0.52712,                 1.1298,                0.88664,                 0.8558,                0.92342,                0.76464,                0.70517,                0.40814,                 1.0761,                0.78544,                0.43305,                 1.0876,              0.0028416,              0.0028416,              0.0028416
                     42,                0.78577,                  0.462,                  1.115,                0.93317,                0.52246,                  1.127,                0.88339,                0.85667,                0.92444,                0.76503,                0.70305,                0.40766,                 1.0761,                0.78283,                0.44026,                 1.0888,              0.0027093,              0.0027093,              0.0027093
                     43,                0.78201,                0.45784,                 1.1156,                0.92502,                0.51489,                 1.1273,                0.89253,                0.85702,                0.92655,                0.76908,                0.70072,                0.40136,                 1.0733,                0.78145,                0.42401,                 1.0853,              0.0025771,              0.0025771,              0.0025771
                     44,                0.77515,                0.45125,                 1.1105,                0.91634,                0.50631,                 1.1223,                0.88814,                0.86435,                0.92785,                0.77079,                0.69527,                0.39824,                 1.0716,                0.77431,                  0.423,                 1.0832,              0.0024448,              0.0024448,              0.0024448
                     45,                0.77557,                0.44886,                 1.1097,                0.91956,                0.50257,                 1.1219,                0.88836,                0.87025,                0.92863,                0.77049,                0.69317,                0.39765,                 1.0694,                0.77513,                0.41865,                 1.0823,              0.0023125,              0.0023125,              0.0023125
                     46,                0.72586,                0.40568,                 1.0816,                0.84065,                0.43085,                 1.0903,                0.89365,                0.86907,                0.93055,                0.77398,                0.69376,                0.38882,                 1.0691,                0.77395,                0.41022,                 1.0807,              0.0021803,              0.0021803,              0.0021803
                     47,                0.72331,                0.39942,                 1.0792,                0.83788,                 0.4213,                  1.087,                0.89948,                 0.8651,                0.93205,                0.77596,                0.69027,                0.38635,                 1.0677,                0.77037,                0.40401,                 1.0796,               0.002048,               0.002048,               0.002048
                     48,                0.71336,                0.40091,                 1.0721,                0.82625,                0.41285,                 1.0795,                0.90432,                 0.8646,                0.93318,                0.77648,                0.69183,                0.38375,                 1.0675,                0.77161,                0.40069,                 1.0795,              0.0019157,              0.0019157,              0.0019157
                     49,                0.70886,                0.38891,                  1.071,                0.82028,                0.40998,                  1.078,                0.89559,                0.87147,                0.93235,                0.77838,                0.68732,                0.38196,                  1.066,                0.76495,                0.39959,                 1.0767,              0.0017835,              0.0017835,              0.0017835
                     50,                0.70687,                0.38713,                 1.0696,                0.81932,                0.40466,                 1.0773,                0.89962,                0.87369,                0.93384,                0.78157,                0.68352,                0.37672,                 1.0648,                0.75909,                0.39577,                  1.075,              0.0016512,              0.0016512,              0.0016512
                     51,                0.70124,                0.38087,                 1.0651,                0.81113,                0.39706,                 1.0731,                0.90166,                 0.8749,                 0.9356,                0.78224,                 0.6837,                0.37593,                 1.0636,                0.75944,                0.39362,                 1.0735,              0.0015189,              0.0015189,              0.0015189
                     52,                0.69897,                0.38011,                 1.0633,                0.81261,                 0.3979,                  1.071,                0.90243,                0.87457,                0.93426,                0.78115,                 0.6816,                0.37512,                 1.0628,                0.75767,                0.39086,                 1.0729,              0.0013867,              0.0013867,              0.0013867
                     53,                0.69146,                0.37306,                  1.061,                0.80028,                0.38815,                 1.0678,                0.89925,                 0.8772,                0.93531,                0.78386,                0.67946,                0.37237,                 1.0612,                0.75501,                0.38971,                 1.0712,              0.0012544,              0.0012544,              0.0012544
                     54,                0.68908,                0.36909,                 1.0589,                0.79658,                0.38392,                 1.0658,                0.90346,                0.87684,                0.93586,                0.78458,                0.67596,                0.36984,                 1.0598,                0.75261,                0.38711,                 1.0697,              0.0011221,              0.0011221,              0.0011221
                     55,                0.68466,                0.36737,                  1.059,                0.79222,                0.38188,                 1.0647,                0.90565,                 0.8724,                0.93602,                0.78576,                0.67663,                0.36835,                 1.0597,                0.75087,                0.38498,                  1.069,             0.00098987,             0.00098987,             0.00098987
                     56,                0.67759,                0.36228,                 1.0543,                0.78569,                0.37207,                 1.0614,                 0.9125,                0.87104,                0.93759,                0.78659,                 0.6751,                0.36622,                  1.058,                0.75024,                0.38011,                 1.0685,              0.0008576,              0.0008576,              0.0008576
                     57,                0.67594,                0.36015,                 1.0523,                0.78365,                0.37198,                 1.0597,                  0.904,                0.87741,                0.93741,                0.78645,                0.67422,                0.36578,                 1.0571,                0.74895,                0.38057,                 1.0678,             0.00072533,             0.00072533,             0.00072533
                     58,                0.67138,                0.35557,                 1.0503,                0.77905,                0.36758,                 1.0566,                0.90745,                0.87941,                0.93856,                0.78789,                0.67168,                0.36423,                 1.0565,                0.74774,                0.38017,                 1.0664,             0.00059307,             0.00059307,             0.00059307
                     59,                0.66778,                0.35383,                 1.0473,                0.77266,                0.36323,                 1.0542,                0.90465,                0.88606,                0.93914,                0.78883,                0.67049,                0.36212,                 1.0555,                0.74542,                0.37527,                  1.066,              0.0004608,              0.0004608,              0.0004608
                     60,                0.66561,                0.35031,                 1.0454,                0.77101,                0.35925,                  1.052,                 0.9061,                0.88341,                0.93896,                0.78955,                0.67007,                0.36134,                 1.0553,                0.74433,                0.37467,                 1.0653,             0.00032853,             0.00032853,             0.00032853
