                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.83858,                0.50642,                 1.0349,                0.99362,                0.57089,                 1.0511,                0.87733,                0.84408,                0.91634,                0.75272,                0.73483,                 0.4436,                 1.0007,                0.81007,                0.46813,                 1.0103,              0.0005664,              0.0005664,              0.0005664
                     35,                0.84309,                0.50618,                 1.0341,                 0.9961,                0.56884,                 1.0489,                0.87276,                 0.8513,                0.91901,                0.75749,                 0.7292,                0.43239,                0.99852,                0.80363,                0.45609,                 1.0082,              0.0005466,              0.0005466,              0.0005466
                     36,                0.83251,                0.49738,                  1.033,                0.98519,                0.55791,                 1.0486,                0.87182,                 0.8523,                0.91813,                0.75735,                0.72582,                0.43521,                0.99769,                0.80222,                0.46183,                  1.008,              0.0005268,              0.0005268,              0.0005268
                     37,                0.83116,                0.49723,                 1.0338,                0.98119,                0.55133,                  1.049,                0.87864,                 0.8493,                0.91996,                0.75986,                0.72175,                0.43127,                0.99612,                0.79383,                0.45531,                 1.0054,               0.000507,               0.000507,               0.000507
                     38,                0.82755,                0.49071,                 1.0307,                0.98071,                0.55025,                 1.0458,                0.87475,                0.85867,                0.92186,                0.76238,                0.71824,                 0.4254,                0.99469,                0.79198,                0.44577,                 1.0034,              0.0004872,              0.0004872,              0.0004872
                     39,                0.80952,                0.47998,                 1.0235,                0.95823,                0.53371,                 1.0381,                0.87822,                0.85466,                0.92207,                0.76327,                0.71542,                0.42009,                0.99391,                0.78852,                0.44449,                 1.0003,              0.0004674,              0.0004674,              0.0004674
                     40,                0.81586,                0.48337,                  1.025,                 0.9687,                0.54101,                 1.0399,                 0.8812,                0.85909,                0.92343,                0.76445,                0.71554,                0.42037,                0.99382,                0.78711,                0.44189,                 1.0003,              0.0004476,              0.0004476,              0.0004476
                     41,                0.81242,                0.47996,                 1.0257,                0.96377,                0.53368,                 1.0407,                0.88455,                 0.8631,                0.92537,                0.76757,                0.71091,                0.41585,                0.99231,                0.78152,                0.43623,                0.99976,              0.0004278,              0.0004278,              0.0004278
                     42,                0.80824,                0.47695,                 1.0245,                0.96063,                0.53088,                 1.0403,                0.87606,                0.86604,                0.92603,                0.76758,                0.70933,                0.41495,                0.99133,                0.78017,                0.43457,                 0.9988,               0.000408,               0.000408,               0.000408
                     43,                 0.8012,                0.47157,                 1.0227,                 0.9484,                0.52392,                 1.0379,                0.88693,                 0.8618,                0.92694,                0.76977,                 0.7044,                0.41112,                0.98947,                0.77751,                0.42802,                0.99906,              0.0003882,              0.0003882,              0.0003882
                     44,                0.80155,                0.46837,                 1.0221,                 0.9492,                0.52203,                 1.0372,                0.89771,                0.85619,                0.92859,                0.77278,                0.70248,                0.40472,                0.98831,                0.77292,                0.42111,                0.99598,              0.0003684,              0.0003684,              0.0003684
                     45,                0.79513,                0.46212,                 1.0194,                0.94288,                0.51118,                  1.034,                0.88613,                0.86897,                0.93025,                0.77489,                 0.7003,                0.40286,                0.98762,                 0.7689,                0.41833,                0.99488,              0.0003486,              0.0003486,              0.0003486
                     46,                0.79154,                0.46184,                 1.0198,                0.93616,                0.51264,                 1.0357,                0.88955,                0.86694,                0.92962,                0.77651,                0.69588,                0.40183,                0.98553,                0.76518,                0.41904,                 0.9925,              0.0003288,              0.0003288,              0.0003288
                     47,                0.78886,                0.45733,                 1.0169,                0.93669,                 0.5076,                 1.0326,                0.89643,                0.86612,                0.93168,                0.77793,                 0.6947,                0.39793,                0.98474,                0.76275,                0.40919,                0.99262,               0.000309,               0.000309,               0.000309
                     48,                0.78979,                0.45805,                 1.0179,                0.93941,                0.51252,                 1.0337,                0.89421,                0.86875,                0.93227,                0.77911,                 0.6908,                0.39539,                0.98336,                0.75842,                0.41088,                0.99188,              0.0002892,              0.0002892,              0.0002892
                     49,                0.78507,                0.45356,                 1.0152,                0.93069,                0.50073,                 1.0309,                0.89644,                0.87111,                0.93315,                0.77943,                0.69145,                0.39436,                0.98365,                0.76024,                 0.4067,                0.99133,              0.0002694,              0.0002694,              0.0002694
                     50,                0.78014,                0.44942,                 1.0145,                0.92507,                0.49592,                 1.0286,                0.89653,                0.86947,                0.93369,                0.78061,                0.68892,                0.39093,                0.98245,                0.75644,                0.40292,                0.98932,              0.0002496,              0.0002496,              0.0002496
                     51,                0.73486,                 0.4123,                0.99389,                0.84669,                0.42847,                 1.0047,                0.89891,                0.86885,                0.93374,                0.77995,                0.69074,                0.38688,                0.98374,                0.75905,                0.39897,                 0.9907,              0.0002298,              0.0002298,              0.0002298
                     52,                0.71931,                0.40004,                0.98701,                0.82982,                 0.4124,                0.99759,                0.89797,                0.87211,                0.93549,                0.78321,                 0.6865,                0.38315,                0.98178,                0.75501,                0.39154,                0.98961,                0.00021,                0.00021,                0.00021
                     53,                0.71337,                0.39297,                0.98647,                 0.8243,                0.40382,                0.99676,                0.90261,                0.87082,                0.93676,                0.78508,                0.68286,                0.38009,                0.97968,                0.75214,                0.38745,                0.98783,              0.0001902,              0.0001902,              0.0001902
                     54,                0.71137,                0.38999,                0.98527,                0.81936,                0.39843,                0.99443,                0.90553,                 0.8719,                0.93783,                 0.7869,                0.68037,                0.37712,                0.97881,                0.75039,                0.38293,                0.98695,              0.0001704,              0.0001704,              0.0001704
                     55,                 0.7049,                0.38381,                0.98267,                 0.8139,                0.39256,                 0.9922,                0.91073,                0.87004,                0.93855,                0.78658,                0.67969,                0.37344,                0.97833,                0.75012,                0.37909,                0.98685,              0.0001506,              0.0001506,              0.0001506
                     56,                0.69992,                0.38086,                0.98081,                0.80654,                0.38817,                0.99022,                0.90788,                0.87476,                 0.9391,                0.78804,                0.67691,                0.37117,                0.97716,                0.74382,                0.37939,                0.98345,              0.0001308,              0.0001308,              0.0001308
                     57,                0.69394,                0.37515,                 0.9779,                0.80082,                 0.3831,                0.98843,                0.91116,                0.87469,                0.93945,                0.78904,                0.67552,                0.36909,                0.97618,                0.74326,                0.37598,                0.98415,               0.000111,               0.000111,               0.000111
                     58,                0.69725,                0.37378,                0.97951,                0.80392,                0.38183,                0.98941,                0.90882,                0.87903,                0.94026,                0.79002,                0.67578,                0.36802,                0.97582,                0.74398,                0.37467,                0.98361,               9.12e-05,               9.12e-05,               9.12e-05
                     59,                0.68908,                 0.3714,                0.97748,                0.79477,                0.37763,                0.98661,                0.90906,                0.88016,                0.94096,                0.79174,                0.67298,                0.36596,                0.97463,                0.74098,                0.37311,                0.98268,               7.14e-05,               7.14e-05,               7.14e-05
                     60,                0.68483,                0.36823,                0.97454,                0.79003,                0.37693,                0.98457,                0.91015,                0.88026,                0.94108,                0.79186,                0.67199,                0.36523,                0.97435,                0.74027,                0.37164,                0.98227,               5.16e-05,               5.16e-05,               5.16e-05
