                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.94872,                0.00014,                 1.0768,                0.99021,                0.00012,                 1.1017,                0.34327,                 0.4112,                0.32937,                0.26938,                0.83045,                0.00018,                 1.0571,                0.81583,                0.00016,                 1.0822,              0.0050901,              0.0050901,              0.0050901
                     25,                0.95212,                0.00013,                 1.0807,                0.98881,                0.00012,                 1.1039,                0.42037,                0.42408,                0.38869,                0.31759,                0.83301,                0.00018,                 1.0687,                0.82347,                0.00014,                  1.092,              0.0049579,              0.0049579,              0.0049579
                     26,                 0.9398,                0.00013,                 1.0839,                0.97896,                0.00011,                 1.1042,                0.42486,                0.45841,                0.41387,                0.33793,                0.82829,                0.00016,                 1.0722,                 0.8147,                0.00014,                 1.0886,              0.0048256,              0.0048256,              0.0048256
                     27,                0.94016,                0.00013,                  1.088,                0.98002,                 0.0001,                 1.1065,                0.41002,                0.45962,                0.40932,                0.33574,                0.82181,                0.00017,                 1.0634,                0.80647,                0.00014,                 1.0793,              0.0046933,              0.0046933,              0.0046933
                     28,                0.93007,                0.00012,                 1.0837,                0.97158,                 0.0001,                 1.0976,                0.46191,                0.45251,                0.43996,                0.36078,                0.82073,                0.00016,                 1.0686,                0.80534,                0.00013,                 1.0809,              0.0045611,              0.0045611,              0.0045611
                     29,                0.93281,                0.00012,                 1.0855,                0.97428,                 0.0001,                 1.0991,                0.44644,                0.45347,                0.43313,                0.35327,                0.81119,                0.00016,                 1.0643,                0.80208,                0.00013,                 1.0784,              0.0044288,              0.0044288,              0.0044288
                     30,                0.92613,                0.00012,                 1.0882,                0.96566,                 0.0001,                 1.0972,                0.43734,                0.47678,                0.43648,                0.35899,                 0.8115,                0.00015,                  1.065,                0.79687,                0.00013,                 1.0739,              0.0042965,              0.0042965,              0.0042965
                     31,                0.92439,                0.00012,                 1.0972,                 0.9597,                 0.0001,                 1.1005,                0.43543,                0.46706,                0.43732,                 0.3605,                0.80502,                0.00015,                 1.0715,                0.79497,                0.00013,                  1.077,              0.0041643,              0.0041643,              0.0041643
                     32,                0.92153,                0.00011,                 1.0933,                0.95973,                 0.0001,                 1.0946,                0.44408,                0.45655,                0.43289,                0.35682,                 0.7968,                0.00014,                 1.0674,                 0.7918,                0.00013,                 1.0667,               0.004032,               0.004032,               0.004032
                     33,                0.91105,                0.00011,                 1.0968,                0.94819,                 0.0001,                 1.0943,                0.44087,                0.49081,                0.45168,                0.36838,                0.80389,                0.00014,                 1.0735,                0.78946,                0.00012,                 1.0726,              0.0038997,              0.0038997,              0.0038997
                     34,                0.91643,                0.00011,                  1.102,                0.95084,                 0.0001,                 1.0949,                0.46964,                0.47658,                0.45876,                0.37707,                0.79553,                0.00014,                 1.0729,                0.78268,                0.00012,                  1.067,              0.0037675,              0.0037675,              0.0037675
                     35,                0.90881,                 0.0001,                 1.1013,                 0.9452,                 0.0001,                 1.0901,                0.46031,                0.47715,                0.44795,                0.36431,                0.78301,                0.00013,                 1.0743,                0.77764,                0.00012,                 1.0632,              0.0036352,              0.0036352,              0.0036352
                     36,                0.91063,                 0.0001,                 1.1036,                0.94532,                  9e-05,                 1.0867,                 0.4595,                0.49632,                 0.4584,                0.37284,                0.78431,                0.00012,                 1.0744,                0.77614,                0.00012,                 1.0639,              0.0035029,              0.0035029,              0.0035029
                     37,                0.90298,                 0.0001,                 1.1055,                0.93747,                  9e-05,                 1.0883,                0.47014,                0.49367,                0.46909,                 0.3872,                0.77425,                0.00012,                 1.0721,                  0.768,                0.00012,                  1.061,              0.0033707,              0.0033707,              0.0033707
                     38,                0.89743,                 0.0001,                  1.108,                0.93041,                  9e-05,                  1.087,                0.45481,                0.47071,                0.44652,                0.37083,                0.77458,                0.00012,                 1.0759,                0.76764,                0.00012,                 1.0656,              0.0032384,              0.0032384,              0.0032384
                     39,                0.89618,                  9e-05,                 1.1079,                  0.931,                  9e-05,                 1.0838,                0.46211,                0.48766,                0.45815,                0.37879,                0.76721,                0.00012,                 1.0763,                0.76166,                0.00012,                 1.0607,              0.0031061,              0.0031061,              0.0031061
                     40,                0.87962,                  9e-05,                 1.1021,                0.91438,                  9e-05,                 1.0776,                0.45966,                0.49846,                0.47136,                 0.3919,                0.76242,                0.00011,                 1.0753,                0.75974,                0.00012,                 1.0605,              0.0029739,              0.0029739,              0.0029739
                     41,                0.88355,                  9e-05,                 1.1057,                0.92228,                  9e-05,                 1.0788,                0.47074,                0.49653,                0.46811,                0.38591,                 0.7617,                0.00011,                 1.0753,                0.75919,                0.00012,                 1.0569,              0.0028416,              0.0028416,              0.0028416
                     42,                 0.8792,                  9e-05,                 1.1085,                0.91554,                  9e-05,                 1.0807,                0.48286,                0.48652,                0.47446,                0.39383,                0.75376,                 0.0001,                 1.0754,                0.75362,                0.00012,                 1.0563,              0.0027093,              0.0027093,              0.0027093
                     43,                0.87821,                  9e-05,                 1.1098,                0.91754,                  9e-05,                  1.079,                0.47236,                0.48697,                0.47288,                0.39568,                0.75047,                 0.0001,                 1.0735,                0.74957,                0.00013,                 1.0541,              0.0025771,              0.0025771,              0.0025771
                     44,                0.86589,                  8e-05,                 1.1078,                0.90425,                  9e-05,                 1.0777,                0.46849,                0.48738,                0.46525,                 0.3882,                0.74467,                 0.0001,                 1.0742,                0.74837,                0.00012,                 1.0528,              0.0024448,              0.0024448,              0.0024448
                     45,                0.86332,                  8e-05,                 1.1075,                0.90202,                  9e-05,                 1.0737,                0.47785,                0.49803,                0.48087,                0.40172,                0.74376,                 0.0001,                 1.0717,                0.74807,                0.00012,                 1.0513,              0.0023125,              0.0023125,              0.0023125
                     46,                0.86001,                  8e-05,                 1.1058,                0.89936,                  9e-05,                 1.0717,                0.48011,                0.51227,                0.48914,                0.40708,                0.73948,                 0.0001,                 1.0724,                0.74248,                0.00012,                 1.0492,              0.0021803,              0.0021803,              0.0021803
                     47,                 0.8507,                  8e-05,                 1.1059,                0.88883,                  9e-05,                 1.0715,                0.47582,                0.50592,                0.47723,                0.39641,                0.73698,                 0.0001,                 1.0694,                0.74157,                0.00012,                  1.048,               0.002048,               0.002048,               0.002048
                     48,                 0.8489,                  8e-05,                 1.1047,                0.89242,                  9e-05,                  1.069,                0.48676,                0.49439,                0.48271,                0.40169,                0.73229,                 0.0001,                 1.0687,                0.73659,                0.00012,                 1.0455,              0.0019157,              0.0019157,              0.0019157
                     49,                0.85164,                  8e-05,                 1.1039,                0.89725,                  9e-05,                  1.068,                0.48485,                0.50247,                0.48426,                0.40179,                0.72644,                  9e-05,                 1.0659,                0.73382,                0.00012,                 1.0422,              0.0017835,              0.0017835,              0.0017835
                     50,                0.84387,                  8e-05,                 1.1007,                0.89102,                  9e-05,                 1.0656,                0.48867,                0.48645,                0.48429,                0.40576,                0.72717,                  9e-05,                 1.0642,                0.73463,                0.00012,                 1.0419,              0.0016512,              0.0016512,              0.0016512
                     51,                0.77144,                  7e-05,                 1.0895,                0.81632,                  9e-05,                 1.0568,                0.48462,                0.49245,                0.47863,                  0.399,                0.72283,                  9e-05,                 1.0683,                0.73137,                0.00012,                  1.044,              0.0015189,              0.0015189,              0.0015189
                     52,                0.75916,                  6e-05,                 1.0887,                0.80995,                  9e-05,                 1.0557,                0.47828,                0.49275,                0.47809,                0.40089,                0.71889,                  9e-05,                 1.0702,                0.73053,                0.00012,                 1.0447,              0.0013867,              0.0013867,              0.0013867
                     53,                0.75128,                  6e-05,                  1.081,                0.80365,                  9e-05,                 1.0487,                0.47655,                 0.5059,                0.48142,                0.40312,                0.71474,                  9e-05,                 1.0667,                 0.7283,                0.00012,                 1.0419,              0.0012544,              0.0012544,              0.0012544
                     54,                0.74588,                  6e-05,                 1.0797,                0.79599,                  9e-05,                 1.0469,                0.47566,                0.50254,                0.47777,                0.40042,                0.71088,                  9e-05,                  1.065,                0.72576,                0.00012,                 1.0393,              0.0011221,              0.0011221,              0.0011221
                     55,                  0.742,                  6e-05,                 1.0799,                0.79481,                  9e-05,                 1.0469,                0.48803,                 0.4956,                0.48262,                0.40584,                0.70678,                  9e-05,                  1.065,                0.72242,                0.00012,                 1.0388,             0.00098987,             0.00098987,             0.00098987
                     56,                0.73469,                  6e-05,                 1.0755,                0.79192,                  9e-05,                 1.0426,                0.48034,                0.49667,                 0.4785,                0.40202,                0.70801,                  9e-05,                 1.0639,                0.72274,                0.00012,                 1.0385,              0.0008576,              0.0008576,              0.0008576
                     57,                0.73187,                  6e-05,                 1.0727,                0.78348,                  8e-05,                 1.0422,                 0.4866,                0.48974,                0.48091,                0.40409,                 0.7057,                  9e-05,                 1.0631,                0.71996,                0.00012,                 1.0364,             0.00072533,             0.00072533,             0.00072533
                     58,                0.72734,                  6e-05,                 1.0699,                0.77867,                  8e-05,                 1.0376,                0.48972,                0.48537,                0.47928,                0.40455,                0.70406,                  9e-05,                 1.0627,                0.71885,                0.00012,                 1.0353,             0.00059307,             0.00059307,             0.00059307
                     59,                0.72371,                  6e-05,                 1.0682,                0.77457,                  8e-05,                  1.036,                0.48885,                0.48173,                0.47655,                 0.4009,                0.70389,                  9e-05,                 1.0625,                0.71782,                0.00012,                 1.0349,              0.0004608,              0.0004608,              0.0004608
                     60,                0.71966,                  6e-05,                 1.0675,                0.77616,                  8e-05,                 1.0353,                0.49062,                0.48906,                0.48053,                0.40376,                0.70475,                  9e-05,                 1.0619,                0.71847,                0.00011,                  1.035,             0.00032853,             0.00032853,             0.00032853
