timestamp,run_name,base_combo,model_yaml,hyp_yaml,data_yaml,epochs,batch,imgsz,lr0,momentum,weight_decay,box,cls,dfl,precision,recall,map50,map50_95,tb_run,notes
2026-03-25T10:00:00,tune_cbam_eca_t01_e100_auto,combo_cbam_eca_e150_fresh_direct,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,100,-1,640,0.008,0.937,0.00045,8.0,0.45,1.7,0.93701,0.90423,0.95346,0.81395,runs/apple/tune_cbam_eca_t01_e100_auto,completed 100 epochs
2026-03-25T11:00:00,tune_cbam_eca_loss_diou_focal_e60,combo_cbam_eca_e150_fresh_direct,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,60,-1,640,0.008,0.937,0.00045,8.0,0.45,1.7,0.39636,0.44739,0.36709,0.30942,runs/apple/tune_cbam_eca_loss_diou_focal_e60,completed 60 epochs; severe regression vs baseline
2026-03-25T11:00:00,tune_cbam_eca_loss_giou_varifocal_e60,combo_cbam_eca_e150_fresh_direct,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,60,-1,640,0.008,0.937,0.00045,8.0,0.45,1.7,0.48011,0.51227,0.48914,0.40708,runs/apple/tune_cbam_eca_loss_giou_varifocal_e60,completed 60 epochs; severe regression vs baseline
2026-03-25T11:00:00,tune_cbam_eca_strategy_cosine_ls_e60,combo_cbam_eca_e150_fresh_direct,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,60,-1,640,0.008,0.937,0.00045,8.0,0.45,1.7,0.90775,0.86855,0.93472,0.77945,runs/apple/tune_cbam_eca_strategy_cosine_ls_e60,completed 60 epochs; moderate regression vs T01
2026-03-27T10:30:00,tune_cbam_eca_opt_adamw_e60,combo_cbam_eca_e150_fresh_direct,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,60,-1,640,0.0012,0.9,0.01,8.0,0.45,1.7,0.91015,0.88026,0.94108,0.79186,runs/apple/tune_cbam_eca_opt_adamw_e60,completed 60 epochs; fair 60v60 +0.32% vs T01@60(0.93807) but -1.24% vs T01@100(0.95346)
2026-03-27T10:30:00,tune_cbam_eca_aug_mosaic07_e60,combo_cbam_eca_e150_fresh_direct,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,60,-1,640,0.008,0.937,0.00045,8.0,0.45,1.7,0.9061,0.88341,0.93896,0.78955,runs/apple/tune_cbam_eca_aug_mosaic07_e60,completed 60 epochs; fair 60v60 +0.10% vs T01@60 but -1.52% vs T01@100
2026-03-27T10:30:00,tune_cbam_eca_strategy_multiscale_e60,combo_cbam_eca_e150_fresh_direct,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,60,-1,640,0.008,0.937,0.00045,8.0,0.45,1.7,0.88677,0.86206,0.92477,0.76839,runs/apple/tune_cbam_eca_strategy_multiscale_e60,completed 60 epochs; fair 60v60 -1.42% vs T01@60; not recommended
2026-03-29T09:20:00,tune_cbam_eca_opt_adamw_e100,combo_cbam_eca_e150_fresh_direct,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,100,-1,640,0.0012,0.9,0.01,8.0,0.45,1.7,0.92249,0.90295,0.95479,0.81675,runs/apple/tune_cbam_eca_opt_adamw_e100,completed 100 epochs; +0.14% mAP50 and +0.34% mAP50-95 vs T01@100; new best candidate
2026-03-30T09:30:00,tune_cbam_eca_opt_adamw_e100_seed123,combo_cbam_eca_e150_fresh_direct,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,100,-1,640,0.0012,0.9,0.01,8.0,0.45,1.7,0.9343,0.89711,0.95292,0.81568,runs/apple/tune_cbam_eca_opt_adamw_e100_seed123,completed 100 epochs; reproducibility passed: mAP50 -0.06% vs T01@100 and mAP50-95 +0.21% vs T01@100
