timestamp,run_name,model_yaml,hyp_yaml,data_yaml,epochs,batch,imgsz,precision,recall,map50,map50_95,box_loss,cls_loss,dfl_loss,speed_ms_per_img,tb_run,notes
2026-03-21T00:00:00,baseline_bauto_nbs128,ultralytics/cfg/models/v10/yolov10n.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,100,-1,640,0.93701,0.91392,0.95842,0.82233,,,,,runs/apple/baseline_bauto_nbs128,main baseline for module comparison
2026-03-21T00:00:00,baseline_preneg_stable,ultralytics/cfg/models/v10/yolov10n.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,100,-1,640,0.92245,0.90036,0.95063,0.81128,,,,,runs/apple/baseline_preneg_stable,secondary reference baseline
