timestamp,run_name,module_group,module_name,seed,model_yaml,hyp_yaml,data_yaml,epochs,batch,imgsz,precision,recall,map50,map50_95,fp_per_img,speed_ms_per_img,delta_map50_95_vs_baseline,delta_speed_pct_vs_baseline,score,tb_run,notes
2026-03-21T00:00:00,screen_yolov10n_edge_e100_auto,edge,EdgeEnhance,42,ultralytics/cfg/models/v10/yolov10n_edge.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,100,-1,640,0.94547,0.90959,0.95403,0.81591,,,-0.00642,,,runs/apple/screen_yolov10n_edge_e100_auto,single run recorded; below main baseline on map50_95
2026-03-21T00:00:00,screen_yolov10n_cbam_e100_auto,attention,CBAM,42,ultralytics/cfg/models/v10/yolov10n_cbam.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,100,-1,640,0.94364,0.90659,0.95732,0.81667,,,-0.00566,,,runs/apple/screen_yolov10n_cbam_e100_auto,best epoch used (results.csv has extra rows)
2026-03-21T00:00:00,screen_yolov10n_eca_e100_auto,attention,ECA,42,ultralytics/cfg/models/v10/yolov10n_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,100,-1,640,0.94368,0.91315,0.95745,0.82056,,,-0.00177,,,runs/apple/screen_yolov10n_eca_e100_auto,closest to main baseline
2026-03-21T00:00:00,screen_yolov10n_bifpn_e100_auto,neck,BiFPN,42,ultralytics/cfg/models/v10/yolov10n_bifpn.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,100,-1,640,0.93981,0.91020,0.95630,0.81751,,,-0.00482,,,runs/apple/screen_yolov10n_bifpn_e100_auto,single run recorded; candidate for structural complementarity
