timestamp,run_name,combo_name,modules,model_yaml,hyp_yaml,data_yaml,epochs,batch,imgsz,precision,recall,map50,map50_95,speed_ms_per_img,pareto_rank,tb_run,notes
2026-03-22T00:00:00,combo_bifpn_cbam_e150_auto,bifpn_cbam,BiFPN+CBAM,ultralytics/cfg/models/v10/yolov10n_bifpn_cbam.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,150,-1,640,0.94978,0.91578,0.96248,0.83293,,A,runs/apple/combo_bifpn_cbam_e150_auto,completed 150 epochs; current best combo
2026-03-22T00:00:00,combo_bifpn_eca_e150_auto,bifpn_eca,BiFPN+ECA,ultralytics/cfg/models/v10/yolov10n_bifpn_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,150,-1,640,0.94608,0.91817,0.96073,0.83147,,A,runs/apple/combo_bifpn_eca_e150_auto,completed 150 epochs; near-top alternative
2026-03-25T00:00:00,combo_cbam_eca_e150_auto,cbam_eca,CBAM+ECA,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,150,-1,640,0.95022,0.91989,0.96331,0.83753,,A,runs/apple/combo_cbam_eca_e150_auto,resumed run completed to 150 epochs
2026-03-25T00:00:00,combo_bifpn_edge_e150_auto,bifpn_edge,BiFPN+EdgeEnhance,ultralytics/cfg/models/v10/yolov10n_bifpn_edge.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,150,-1,640,0.94498,0.92247,0.96193,0.83129,,A,runs/apple/combo_bifpn_edge_e150_auto,resumed run completed to 150 epochs
2026-03-25T00:00:00,combo_cbam_eca_e150_fresh_direct,cbam_eca,CBAM+ECA,ultralytics/cfg/models/v10/yolov10n_cbam_eca.yaml,configs/apple_hyp.yaml,datasets/apple_dataset2510_plus/apple1.yaml,150,-1,640,0.95315,0.92390,0.96542,0.83978,,S,runs/apple/combo_cbam_eca_e150_fresh_direct,fresh local-path run; selected as primary candidate for next phase
