                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                0.59448,                0.34431,                0.90989,                0.69632,                 0.3417,                0.91321,                0.94013,                0.90647,                0.95772,                0.82017,                0.58299,                0.34366,                0.90925,                0.64739,                0.33514,                0.91701,               0.000892,               0.000892,               0.000892
                     95,                0.59359,                0.34368,                0.91076,                0.69302,                0.33754,                0.91444,                 0.9387,                0.90945,                0.95757,                0.82046,                 0.5821,                0.34252,                0.90866,                0.64633,                0.33303,                0.91628,               0.000793,               0.000793,               0.000793
                     96,                0.58733,                0.33861,                 0.9083,                0.68852,                0.33302,                0.91164,                0.93585,                0.91196,                0.95784,                0.82073,                0.58122,                0.34137,                0.90809,                0.64522,                0.33257,                0.91588,               0.000694,               0.000694,               0.000694
                     97,                0.58479,                0.33645,                0.90497,                0.68413,                0.33204,                0.90869,                 0.9361,                0.91245,                0.95794,                0.82152,                0.58031,                0.34042,                0.90745,                0.64439,                0.33106,                0.91523,               0.000595,               0.000595,               0.000595
                     98,                0.58133,                0.33479,                0.90472,                0.67944,                0.33226,                0.90667,                0.93858,                0.91052,                0.95825,                0.82198,                0.57951,                0.33967,                0.90705,                0.64385,                0.32965,                0.91473,               0.000496,               0.000496,               0.000496
                     99,                0.57869,                0.33154,                0.90419,                0.67847,                0.32857,                 0.9072,                0.93934,                0.91159,                0.95829,                0.82222,                0.57888,                0.33877,                0.90685,                0.64293,                 0.3283,                0.91412,               0.000397,               0.000397,               0.000397
                    100,                0.57714,                0.33082,                0.90163,                0.67215,                0.32745,                0.90419,                0.93701,                0.91392,                0.95842,                0.82233,                0.57843,                0.33839,                0.90653,                0.64252,                0.32827,                0.91373,               0.000298,               0.000298,               0.000298
                      1,                 2.1519,                 1.5185,                 1.7854,                 2.1726,                  2.021,                 1.6412,                0.66791,                0.55926,                0.62256,                0.39191,                 1.4775,                 1.0432,                 1.3345,                 1.5077,                  1.347,                 1.2722,               0.067111,             0.00039946,             0.00039946
                      2,                 1.4144,                0.96013,                 1.2848,                 1.5863,                 1.2484,                 1.2667,                0.72236,                0.62141,                0.70947,                0.48101,                 1.2271,                0.89242,                 1.2018,                 1.2952,                 1.0995,                 1.1812,               0.034173,             0.00079418,             0.00079418
                      3,                  1.265,                0.84346,                 1.2111,                 1.4442,                 1.0832,                 1.2076,                 0.7384,                0.70996,                  0.769,                 0.5447,                 1.1053,                0.79067,                 1.1533,                 1.2011,                0.94583,                 1.1489,              0.0012289,              0.0011836,              0.0011836
                      4,                 1.1687,                 0.7729,                 1.1693,                 1.3586,                0.98331,                 1.1727,                 0.7567,                0.72577,                0.79173,                0.58222,                 1.0307,                 0.7191,                 1.1185,                 1.1238,                0.89127,                 1.1148,              0.0011762,              0.0011762,              0.0011762
                      5,                   1.12,                0.73972,                 1.1523,                 1.3054,                0.92332,                 1.1589,                0.78141,                0.73716,                0.81308,                0.60789,                0.97721,                0.69131,                 1.0999,                 1.0819,                0.80813,                 1.1113,              0.0011762,              0.0011762,              0.0011762
                      6,                 1.0921,                0.71128,                 1.1382,                 1.2755,                0.87253,                 1.1506,                0.79839,                0.73899,                0.82464,                0.62155,                0.95131,                0.64819,                  1.092,                 1.0382,                0.75538,                 1.0967,              0.0011683,              0.0011683,              0.0011683
                      7,                 1.0707,                0.69497,                 1.1285,                 1.2477,                0.84935,                 1.1384,                0.79947,                0.74995,                0.83646,                0.64175,                0.93128,                0.62154,                 1.0813,                  1.011,                0.70641,                 1.0828,              0.0011604,              0.0011604,              0.0011604
                      8,                 1.0452,                0.67753,                 1.1189,                 1.2213,                0.82207,                 1.1303,                 0.8025,                0.75688,                 0.8367,                0.64646,                0.90926,                0.61234,                 1.0755,                 1.0011,                0.69608,                 1.0843,              0.0011525,              0.0011525,              0.0011525
                      9,                 1.0226,                0.65926,                 1.1105,                 1.2022,                0.79575,                 1.1242,                0.81332,                0.75402,                0.84268,                0.63941,                 0.9253,                0.62271,                 1.0731,                 1.0347,                0.73066,                 1.0809,              0.0011446,              0.0011446,              0.0011446
                     10,                 1.0075,                0.64599,                 1.1029,                 1.1835,                0.77839,                 1.1164,                0.81111,                0.76089,                0.84305,                0.65724,                0.88164,                0.60631,                 1.0664,                0.97402,                0.69452,                 1.0701,              0.0011366,              0.0011366,              0.0011366
